Order ID,Product Name,Price,Quantity Sold,Full Name,Phone Number,Customer Email,Review,Rating,Review Date
PNEF0JHZ39,Smartphone 3U15,474.01,368,Mary Davis,971-816-2350,75vwvdxu@gmail.com,It’s a useful product. Just a bit on the heavier side.,4,08/07/2020
PPH7401R06,Smartwatch EVI7,247.46,15,Jennifer Brown,728-993-1212,3sws0jk3@hotmail.com,Happy with the quality. It would be better with a softer grip.,4,11/10/2020
PW2FBEKL7S,Smartphone Y5DZ,1278.37,227,Linda Martinez,425-835-4491,r29rw8zh@yahoo.com,"The product works well. A bit of a hassle to clean, though.",4,18/12/2021
PWNKIMQKPJ,Smartphone CTT4,700.48,129,Mary Martinez,211-863-9363,5xcaiqlv@outlook.com,I like this item. It could be improved with a more ergonomic design.,4,23/12/2020
Q237YSDGWN,Laptop D3D0,90.48,76,Patricia Smith,928-383-7845,2ebgrwaf@gmail.com,The product is functional. One star off for the lack of a carrying case.,4,22/12/2023
QG5KKTIPU0,Monitor 61L9,1125.91,379,John Martinez,901-793-3110,n1xsoaff@gmail.com,Satisfied with the purchase. The only drawback is the flimsy material.,4,26/11/2021
QI7K2PW6KM,Headphones GGWR,183.51,178,Elizabeth Jones,523-117-8687,iyoh72qw@gmail.com,"Overall, it’s a solid product. Just wish it was more compact.",4,13/05/2022
RETELGCOUG,Smartwatch RTHN,458.5,354,Patricia Rodriguez,189-337-6673,2e18xv0o@outlook.com,I’m happy with this. It could be better with a more flexible cord.,4,16/09/2023
RHN2PS4AIM,Smartphone GIYY,682.47,419,Elizabeth Rodriguez,551-193-1431,6nbvsoqn@hotmail.com,"The product is effective. A bit hard to store, but good overall.",4,04/08/2020
TJV76V5HPU,Smartwatch YN2X,1232.5,83,Linda Brown,472-619-8400,jz5qx71h@yahoo.com,It’s a good buy. The only issue is the rough surface.,4,12/03/2022
UJBSNH7GKK,Smartphone B6N3,295.67,351,Jennifer Williams,438-360-8627,4oj8gm9m@gmail.com,I like it. Would be perfect if it was more waterproof.,4,26/02/2022
UQG7BRNPN9,Laptop SHSZ,571.01,380,John Williams,312-157-8161,t0if1maq@gmail.com,Good product overall. Could use a more detailed instruction manual.,4,23/05/2021
UYVTPDZWW8,Camera KX2Y,1094.15,38,Elizabeth Williams,535-449-5380,9im4lrx6@hotmail.com,I’m content with this purchase. Could be improved with a better hinge.,4,23/01/2023
WES0MHIYH3,Printer WZG4,941.68,4,James Davis,923-285-4877,wvron7bg@gmail.com,The product is reliable. One star off for the sharp edges.,4,22/07/2023
WU14XLUF35,Mouse 3SS6,331.61,265,Linda Jones,548-550-4171,okreq6rg@gmail.com,It’s a nice item. Would be better with more adjustable settings.,4,27/12/2022
YGASLE95PL,Printer XL38,1370.37,203,John Martinez,771-751-8023,g5z51qrs@yahoo.com,"The product works fine. A bit challenging to clean, though.",4,14/08/2022
YUJX3H4IO0,Tablet HGTM,939.91,482,Elizabeth Brown,902-638-1668,279oqsq6@hotmail.com,Happy with the performance. Could use a more comfortable grip.,4,21/11/2020
ZD47FJBEZL,Headphones WLZL,76.46,262,James Williams,314-206-6475,1aod8wah@outlook.com,The product is solid. Just a bit too bulky for my taste.,4,07/01/2020
ZEPZRUSS0N,Smartwatch H3FK,671.47,133,John Rodriguez,946-363-9546,sp21du8f@yahoo.com,I like this product. One star off for the lack of color options.,4,18/09/2022
ZRQTY8UFCQ,Headphones 24K8,1126.25,291,Elizabeth Rodriguez,387-489-9071,thmlkwid@outlook.com,The item is well made. Could be improved with a longer cable.,4,04/07/2022
ZYIJ8X68FV,Tablet Q41W,1092.38,305,Jennifer Johnson,195-157-9389,geuv768n@gmail.com,It’s a useful product. Just a bit on the heavier side.,4,23/12/2020
19NI1N44NA,Monitor OS1G,1143.72,387,Mary Miller,205-250-3395,7je9k0d4@gmail.com,"Satisfied with the purchase. Maybe, will buy again.",3,04/02/2022
1H3NPGG1CL,Mouse K51T,472.27,493,Elizabeth Brown,946-215-5698,y65iq6o0@outlook.com,"The packaging was damaged, but the product works fine.",3,26/03/2021
2ILZVSFX1A,Tablet VL55,108.94,47,Jennifer Johnson,397-194-6781,3y6ci2wn@gmail.com,The product is okay for the price. I might consider buying it again.,3,26/01/2023
2R5GPX9GCB,Mouse 1CI7,1205.18,116,Patricia Smith,841-498-3883,boivofla@yahoo.com,"Its decent and works as expected. Not amazing, but it does the job.",3,24/04/2022
32JAI0LYP1,Keyboard F910,1315.07,422,John Williams,934-610-7852,z5botde2@gmail.com,"Fair quality for what you pay. Could be better, but Im not disappointed.",3,10/09/2020
3LRPQ2NZWL,Monitor L5A4,191.21,434,Robert Rodriguez,428-243-6476,zc6hpyuf@hotmail.com,"The item is fine for its cost. Its not great, but its usable.",3,14/09/2021
3XLOZWMCYL,Headphones E8LQ,754.8,415,Robert Brown,141-127-6148,iqlreqb6@gmail.com,"For the price, its acceptable. Nothing special, but it works.",3,05/11/2020
4IFJMWCHU8,Smartphone YZK5,287.67,498,William Johnson,661-445-4363,5nl746ln@gmail.com,An average product. I might purchase it again if needed.,3,25/09/2021
5ACSI1C500,Smartphone JDG8,780.66,414,James Brown,690-619-2498,9eqc3pvd@hotmail.com,"Not bad for the money. Does what it should, but dont expect more.",3,06/09/2022
5LJLO54COP,Headphones VBP0,1115.7,45,John Brown,540-999-7827,j98sq7t1@hotmail.com,"Its okay, you get what you pay for. I might buy it again.",3,12/06/2023
5NASA9KCHM,Mouse ODFQ,1198.05,295,John Davis,465-755-9119,zt1j3c1p@gmail.com,"Reasonable quality for the price. Its not spectacular, but its functional.",3,06/10/2023
65MEN4RN4G,Laptop H78P,284.22,199,James Jones,922-570-2490,87ihzf4b@yahoo.com,Just fine for the price. Might consider a repeat purchase.,3,02/09/2021
6QXZTMASCB,Smartwatch GY0N,1034.78,465,Robert Rodriguez,932-124-3021,blwqgbbc@outlook.com,"Meets basic expectations. I might buy it again, no strong feelings.",3,19/11/2021
7545209LPT,Camera DY5P,1006.04,392,James Miller,175-869-8474,o1gwhnv7@gmail.com,An okay product for the cost. I could see myself buying it again.,3,05/02/2020
7B6WHICMQO,Headphones 6EWJ,1218.1,12,James Garcia,742-512-1050,yfoms3dt@hotmail.com,"It does the job for the price. Nothing extraordinary, but its fine.",3,15/02/2022
7IURP6HJG1,Smartwatch 2YDM,899.15,486,Michael Brown,428-397-3804,0lipk749@outlook.com,Adequate for what it costs. I might consider another one.,3,03/09/2023
8YADJS1RS1,Printer WSVH,1463.75,226,Elizabeth Brown,811-729-6858,9r8hrr9q@yahoo.com,"Not the best, but its fair for the price. I could buy it again.",3,08/08/2021
92760VEX80,Smartphone RRHX,928.27,399,Mary Williams,293-109-9202,8ahqxk2j@yahoo.com,Its acceptable quality. Might get another if I need to.,3,20/03/2023
9D2MKPXLDN,Printer CIUS,121.19,285,Linda Garcia,377-971-7029,gbqmlh3v@hotmail.com,An average product for a reasonable price. I might repurchase.,3,14/01/2021
9GOTZZPTJK,Tablet VWQL,388.94,324,Elizabeth Rodriguez,387-121-5801,3gcwo9kz@gmail.com,"Decent enough for the money. Its okay, could buy again.",3,03/06/2022
9IOX7EGWFF,Camera LMW5,795.21,313,Robert Rodriguez,751-385-5292,294xlzrx@outlook.com,"Its fine, considering the price. Not great, but Im okay with it.",3,18/03/2021
9K13WNWTDH,Tablet ONQS,1066.48,134,Michael Rodriguez,769-177-6089,q6ambsvl@hotmail.com,A fair product for what I paid. Maybe Id buy it again.,3,06/01/2022
9TNMY8J5VH,Tablet 66XX,102.14,469,Jennifer Smith,576-383-7342,hgis4un6@yahoo.com,"Not too bad for its price. Its okay, might buy again.",3,24/01/2022
9XDUX2OTDT,Headphones T77U,875.64,337,Mary Smith,375-280-4386,l9gp0kc3@outlook.com,The quality is alright for what I paid. I might get it again.,3,27/08/2022
AFI7R43RDR,Monitor 7Z2O,547.21,482,Jennifer Davis,833-316-4752,kagt2czj@outlook.com,Its a decent purchase for the cost. I might consider it again.,3,21/12/2023
ALOH2B3943,Laptop CGGU,241.25,442,Elizabeth Rodriguez,914-869-5406,m4sfy9zk@hotmail.com,"Just average, but good for the price. I could buy it again.",3,27/10/2021
BB4159CNI0,Tablet DLK7,747.82,163,Linda Garcia,286-247-9403,wm2etbc2@hotmail.com,"Works well enough for the money. Not great, but not bad.",3,07/02/2023
BCDT35FLKW,Printer 4ZPR,378.28,339,John Martinez,375-904-2553,rmig8tx1@gmail.com,Its satisfactory for the price. Might consider another purchase.,3,18/09/2023
BN9GRKWLSN,Mouse 75NI,427.03,433,William Garcia,542-967-2555,zdxj14t8@yahoo.com,"An okay product, given the cost. I might get another one.",3,20/11/2023
BVRYKDFO9R,Headphones CIAA,111.11,406,Patricia Davis,657-103-4097,tbsjbns1@outlook.com,"Its not exceptional, but fair for the price. I could buy it again.",3,07/10/2020
CJHPOR9LGJ,Camera 4LQ2,255.6,414,John Martinez,499-457-7745,eieyla4w@outlook.com,Decent value for what you pay. I might repurchase.,3,03/11/2022
COLYZW19FT,Smartphone 6ZU2,126.75,6,Robert Williams,738-171-2343,fht2zbib@hotmail.com,"A fair deal for the money. Its not great, but its usable.",3,20/06/2023
DDNZ8TZZME,Laptop 4ME7,900.05,206,Patricia Smith,727-352-6172,6rdhqwey@hotmail.com,Its okay for its price point. I could see buying it again.,3,12/07/2022
DHXJKVWHZZ,Headphones Y9JU,1288.87,223,Mary Williams,436-423-9199,ve6gdvyq@yahoo.com,"Not perfect, but alright for the cost. Might buy again.",3,23/07/2021
DXWIXJYQC3,Keyboard GUF5,341.29,151,Elizabeth Johnson,559-640-5906,jmtqs4go@outlook.com,Its a standard product for the price. Could consider another.,3,25/08/2023
E46J0BG4GV,Printer IUGW,893.92,345,Elizabeth Smith,210-867-1059,60g5vppj@yahoo.com,Just an okay purchase. Might think about buying again.,3,25/08/2021
ETK780OGO8,Camera 838P,727.58,358,James Jones,127-387-3972,pzsyahsy@yahoo.com,Reasonable for what it costs. I might get it again if needed.,3,08/06/2020
F53LP5NWDC,Printer 3IK6,1463,349,Mary Jones,750-362-2328,yikypjf0@hotmail.com,Its average but matches the price. Could buy it again.,3,01/06/2021
FA7ZYWEA4A,Smartwatch NY0T,548.93,123,Mary Davis,424-279-3072,kmox8vt0@yahoo.com,"Not great, but fair for the price. I might buy another.",3,02/01/2020
FQ1E2H026V,Tablet 1NYB,907.27,117,Robert Miller,970-913-7707,vpk880nw@gmail.com,Its acceptable for what I paid. Might buy again if needed.,3,05/12/2023
G4RHQYVNUK,Smartwatch JDVH,677.01,398,Jennifer Davis,327-840-3617,f92p035h@gmail.com,"Just fine, considering the cost. I might purchase another.",3,02/05/2023
GDJTM3RZKU,Monitor KDBQ,1495.2,450,Mary Davis,817-595-6702,sjdnupub@yahoo.com,A decent buy for the money. I might consider getting it again.,3,26/07/2021
GFJ3BXH8HD,Monitor 0M8Z,638.06,294,Robert Davis,991-718-7085,cgqqckcn@outlook.com,"Not bad for its price. Its okay, I might buy it again.",3,18/01/2022
GGWH0K6XFU,Camera THSV,364.68,462,Jennifer Rodriguez,197-891-7353,cbiv1fii@hotmail.com,The product is alright for the cost. Might repurchase.,3,21/10/2021
GPJU4LP63J,Keyboard 8RLQ,150.99,415,James Williams,126-113-4480,k0fbr2cf@outlook.com,Its an okay value for what you pay. Could buy another.,3,22/01/2022
GQ5V9HB5FP,Headphones 631R,1113.28,242,John Rodriguez,757-889-1725,vc8j4dm5@hotmail.com,"Average quality, but matches the price. I might buy again.",3,13/07/2022
H72GS5835O,Smartwatch U5SD,1359.2,312,Michael Rodriguez,271-329-9164,wwnbnkmu@hotmail.com,An alright purchase for the money. Might get it again.,3,17/02/2022
HHM72K3P5X,Keyboard FSPC,547.13,129,James Garcia,278-974-9890,duyxxzpn@yahoo.com,"Its fine for the cost. Nothing great, but might buy again.",3,04/11/2022
HP2TR6CY3W,Laptop DPD3,1444.76,126,John Garcia,620-522-7125,wdfmou8r@yahoo.com,"Fair for the price. Its okay, I might get it again.",3,18/02/2023
I05QOVUJUX,Printer 2R91,113.96,147,Jennifer Miller,324-730-3737,owviztdf@hotmail.com,"Not the best, but reasonable for what I paid. Might repurchase.",3,11/06/2023
I43XCJ8GMU,Laptop QV2G,312.15,295,John Garcia,119-143-4892,77igin6w@hotmail.com,Its a basic product for a decent price. Could buy it again.,3,26/05/2020
JD0Z2ASWYM,Printer 4EUV,1320.67,319,John Jones,685-422-4985,x5wbns8v@outlook.com,Decent enough for what you spend. Might consider buying another.,3,04/10/2020
JG23GEQ47I,Smartwatch TJNH,367.11,410,Linda Smith,945-938-8750,fslmajsr@hotmail.com,Its an okay product for the money. Could see a repeat purchase.,3,02/06/2021
JUYGEUVCVN,Mouse 5FHZ,955.32,139,James Rodriguez,195-972-3904,qnjtdtbx@outlook.com,The quality is just alright. I might get another one.,3,05/06/2020
KBY3CU8PX4,Camera HXDQ,129.9,69,Linda Garcia,599-207-9123,0c89frd3@hotmail.com,"Its acceptable, given the price. I might buy again.",3,23/06/2023
KGQKKQXIH9,Smartwatch YXB5,465.38,269,Patricia Garcia,126-721-5507,xeo3e8vl@hotmail.com,"A fair deal for its cost. Its okay, I might buy another.",3,03/04/2022
KI3UZQWNK1,Camera 5FUI,704.52,406,James Jones,149-366-3447,53oym3pj@hotmail.com,Its a standard product. I could consider buying it again.,3,26/10/2021
KT2SPULFN5,Keyboard 3WT5,634.5,278,Jennifer Williams,792-446-6536,g9h9xlko@yahoo.com,Just an average purchase. Might think about buying again.,3,03/04/2022
L73MXI2J08,Camera STFY,199.36,398,William Johnson,899-563-8532,lncoaryp@yahoo.com,Reasonable quality for the cost. I might get another.,3,14/08/2022
LJUEV6NQS1,Tablet 6CCG,908.23,328,Mary Rodriguez,865-226-3936,uf1gtyr7@gmail.com,Its average but good for the price. Could buy again.,3,28/01/2022
LQ5Q190SAU,Camera F913,1481.57,363,Michael Rodriguez,202-838-2748,7lawrj9b@yahoo.com,"Not amazing, but fair for what I paid. I might buy again.",3,18/01/2022
LVUUZLAJX8,Monitor 8UD9,456.75,344,Patricia Martinez,370-170-1599,c5hip239@hotmail.com,Its alright for its price. Might buy it again if needed.,3,19/03/2021
MMLYZ42RXV,Mouse 4PAN,1475.51,16,John Martinez,879-657-2949,e34225ou@yahoo.com,"Just okay, considering the cost. I could get another.",3,22/08/2022
MY1R6NK2CE,Monitor TQ8N,1428.16,230,John Davis,371-815-9895,g4sqs0cs@gmail.com,A decent item for the price. I might think about repurchasing.,3,10/02/2022
MYA418VKOS,Monitor 8AH9,464.12,424,Michael Williams,481-886-5882,zj4iptzt@gmail.com,"Not bad for what it costs. Its okay, could buy again.",3,02/05/2021
NMS8PYJ6RL,Camera XCE4,672.12,387,Patricia Johnson,153-409-5730,943u6ud9@outlook.com,Its alright for what you pay. Might consider another purchase.,3,23/08/2022
NSJ8N6DQL2,Printer UCYN,566.17,54,Patricia Rodriguez,548-385-8029,bezgg0hp@gmail.com,An average product for a fair price. I might buy it again.,3,22/06/2022
NXJRKLQ45W,Laptop PKY0,1253.16,393,Elizabeth Rodriguez,107-976-6744,o5tre46m@yahoo.com,Decent enough for the money. I could see buying it again.,3,25/07/2020
NXNK1ERPUO,Tablet 1YQS,1033.86,197,Jennifer Rodriguez,643-277-9634,qyivx5x8@gmail.com,Its fine for its price range. Might get another one.,3,28/07/2022
O6GAN6DIG6,Tablet RINF,232.92,174,William Smith,622-670-4484,szl0akbw@hotmail.com,Fair quality for what you pay. Could consider repurchasing.,3,18/04/2021
O770BHMG3Y,Keyboard 0UXD,1161.91,203,Linda Martinez,694-452-8816,e9qrozk7@gmail.com,"Its just okay, given the cost. I might buy it again.",3,03/12/2023
OE1XP9HDRH,Monitor EJYD,775.37,397,Patricia Smith,660-278-4760,uwj0lt05@hotmail.com,A reasonable product for the price. Might think about buying again.,3,25/09/2023
OTID0PERFL,Monitor XP4K,1454.42,49,Mary Johnson,213-603-5274,hi475j3j@hotmail.com,"Not great, but decent for what I spent. I could buy another.",3,02/04/2021
PU08OJA2M4,Monitor JAOY,252.58,334,James Jones,509-735-7157,i42kqvhj@yahoo.com,Its alright for the price. Might consider getting it again.,3,20/03/2020
Q34P0U1QT9,Monitor I67F,1303.9,197,Michael Brown,846-383-1042,pry40wzx@hotmail.com,"Just fine, considering the cost. I could purchase another.",3,22/05/2020
QJPMVW6U0Z,Tablet 9S41,1117.09,375,Mary Smith,471-118-6707,hv36myuj@yahoo.com,A fair item for what I paid. I might think about buying again.,3,03/06/2022
QUUXT00D0E,Smartphone HAMY,1444.69,375,John Johnson,576-925-7541,z8a9fyqc@gmail.com,"Not bad, given its price. I could see buying it again.",3,24/12/2020
R7L3N3CWS5,Keyboard QO7H,697.78,329,Linda Davis,134-335-5828,4jfqe9j2@gmail.com,Its an okay product for the money. Might buy it again.,3,19/05/2020
RO079VTQSQ,Smartwatch RSCS,434.83,190,Linda Johnson,661-692-5225,ksdme17p@yahoo.com,Average for what you pay. Could consider buying another.,3,06/04/2020
SODR67CIO0,Monitor NOTU,991.92,376,Linda Garcia,508-687-5665,f1r5f4f3@gmail.com,Its fine for the price point. I might get another one.,3,16/10/2023
TWL6SI2KZ1,Printer UAA6,428.08,20,Robert Johnson,670-927-2285,rv0vtpx7@outlook.com,Decent for the money spent. I could see repurchasing.,3,03/07/2021
U2C85PMLX5,Laptop 6N2A,1164.08,430,Jennifer Brown,399-513-6308,lfzk4ezo@gmail.com,An average deal for the price. Might buy it again.,3,08/07/2023
UBEWWMVIJT,Tablet PZFX,556.5,289,William Davis,839-975-6029,gzng3zy1@yahoo.com,"Its alright, considering the cost. Could think about buying another.",3,21/12/2022
UZ03F8166Z,Mouse 7ELH,1391.85,124,Robert Smith,548-611-5874,ry5pr9b2@outlook.com,"Not exceptional, but fair for the money. Might get it again.",3,02/01/2022
VGBL44V46A,Smartphone 1T4X,844.5,442,Michael Garcia,693-923-6663,l9t1s9sl@yahoo.com,Its a standard product. I might consider buying it again.,3,16/11/2023
WUOVQGMFM5,Smartphone KU8D,106.56,293,William Brown,241-694-3978,3km13xa2@hotmail.com,Just an okay purchase. Could think about repurchasing.,3,09/02/2020
XB1JVRKKY8,Keyboard 978I,1051.54,350,Patricia Martinez,255-992-1869,0h1ywy35@outlook.com,Reasonable for what it costs. Might buy another one.,3,10/06/2022
XBUHI2XP3I,Monitor Y5SY,1106.93,415,Robert Williams,792-815-7754,w6o3pnxv@hotmail.com,"Its average, but good for the price. I might buy again.",3,24/01/2023
XMDJPS4XPY,Camera 9R8Y,1138.32,295,William Jones,974-603-7889,lplmz7qv@yahoo.com,"Not great, but fair for what I paid. Could buy it again.",3,21/10/2023
XTA0DHS4EF,Monitor TYCL,1452.86,388,Mary Johnson,478-860-2310,r507q65f@hotmail.com,Its okay for its price point. Might think about buying again.,3,21/09/2020
Y1RQH640JA,Mouse NXER,1104.44,217,Robert Jones,871-434-4001,mnfn4oee@gmail.com,A decent product for the money. I might consider another.,3,05/08/2023
Y5VYQRAAEW,Monitor 39JK,928.36,22,Jennifer Garcia,840-494-5192,l0w4573h@hotmail.com,Just fine for what I spent. Could see buying it again.,3,27/10/2023
YETD3JA7HH,Tablet 0K4H,1216.22,53,Robert Miller,101-108-1955,j11wqgvw@hotmail.com,Its alright for the price. I might get another one.,3,19/05/2020
YG1IIC02B5,Camera LAHU,1442.45,143,John Garcia,148-661-8971,sfr214k3@outlook.com,An okay deal for its cost. Might buy it again if needed.,3,21/08/2022
YM1EB7QJ7T,Headphones HB9O,1334.08,98,Patricia Jones,182-105-3389,qm1q8jlv@yahoo.com,A reasonable product for the price. Might think about buying again.,3,13/09/2023
YSN1X82EU5,Laptop 5FBP,127.44,401,Mary Rodriguez,681-592-2002,gbd7c6tg@hotmail.com,"Not great, but decent for what I spent. I could buy another.",3,20/12/2022
Z82DX2Q44C,Headphones OFSW,413.51,226,Elizabeth Johnson,404-785-1544,4qh1nwkl@yahoo.com,Its alright for the price. Might consider getting it again.,3,21/01/2020
ZM4JEQTBAD,Keyboard WPA5,571.34,63,Jennifer Garcia,648-944-3141,8h2j09u7@gmail.com,"Just fine, considering the cost. I could purchase another.",3,15/01/2022
ZNFK0U7C96,Monitor A4Q6,1061.58,91,James Smith,866-220-7398,ew8ekf1m@gmail.com,A fair item for what I paid. I might think about buying again.,3,18/06/2020
ZSZH6DW1Q6,Headphones 6IV0,369.66,427,Michael Brown,977-608-7624,g8ndt6lt@outlook.com,"Not bad, given its price. I could see buying it again.",3,20/09/2022
ZUWIIPVWHH,Tablet 8IRO,343.98,384,Michael Smith,849-491-5793,klp1vqve@hotmail.com,Its an okay product for the money. Might buy it again.,3,24/11/2022
05BL2O15N6,Monitor OZJM,915.32,76,Michael Williams,862-272-6437,11yly7ms@outlook.com,The color didnt match the description. Bad product.,2,02/02/2021
05HH67BHTL,Monitor BKU0,187.51,254,Robert Rodriguez,899-996-1174,wh2bkgw5@gmail.com,The product stopped working after a month. I dont recommend it.,2,24/12/2021
06CHOC4Q49,Camera 2K91,875.79,299,William Rodriguez,762-154-5336,8xou6ksh@yahoo.com,The product didnt meet my expectations. Im not very satisfied.,2,13/02/2020
0754VECJKO,Camera 4MI4,713.77,415,Michael Jones,383-522-1926,2ohyl2iv@gmail.com,Its not as good as I hoped. I wouldnt recommend it.,2,09/11/2020
0C461CO807,Keyboard MW9F,362.82,109,William Smith,590-708-1119,5u4zfsus@yahoo.com,Disappointed with the quality. It could have been better.,2,13/11/2023
0DQQ37ZKVJ,Tablet 80T9,777.79,149,William Smith,970-781-7491,2fddn7ck@yahoo.com,"It works, but barely. Not happy with this purchase.",2,16/03/2020
0GCKANGJGO,Mouse 1F4Z,409.41,10,Michael Williams,985-124-5172,21s9i1li@hotmail.com,The item feels cheap. I expected more for the price.,2,09/10/2023
0KIGOYK36P,Keyboard M1P3,1165.8,441,Jennifer Miller,531-606-9688,6tcgrriu@outlook.com,Its below average. I dont think I would buy this again.,2,20/09/2021
0KQMC3HC5M,Laptop 3CLQ,311.52,414,Jennifer Williams,702-102-5506,2ozs6xp9@yahoo.com,The quality is lacking. I expected something better.,2,02/10/2022
0PG06K036F,Tablet 73Z4,373.85,202,Elizabeth Johnson,343-820-2950,1cbirdqo@outlook.com,Its not worth the money. Disappointed with the performance.,2,09/06/2022
0QN6KUV7AL,Monitor U07U,1266.32,438,Patricia Johnson,428-486-3050,hstkzchs@yahoo.com,The product is subpar. I am not pleased with it.,2,09/09/2022
0UMCINGL10,Camera ZWO3,167.38,77,Jennifer Garcia,652-759-6872,nmmqncbe@gmail.com,It does not work as advertised. I am not satisfied.,2,25/02/2020
0YME8BAL00,Monitor 4DXZ,983.27,30,Linda Rodriguez,869-813-6954,pb9bhbv9@hotmail.com,Not impressed with this product. Wouldnt buy it again.,2,24/12/2022
1CXQMO0S7Z,Tablet M96Y,75.04,87,James Jones,268-411-6227,hj59ppn9@yahoo.com,The quality is not great. I expected a lot more.,2,05/03/2022
1K6PIP1S9Y,Camera U6WJ,228.22,488,Mary Jones,370-289-7779,dv6yppsh@yahoo.com,Its a poor product. Not what I was looking for.,2,13/10/2023
1KN9RL6VX3,Smartphone 56PU,1122.94,49,Linda Jones,211-900-7289,7dlt1h99@yahoo.com,Doesnt function properly. Very disappointed.,2,11/12/2020
1WYC6OJH2X,Mouse 80RV,866.2,216,Michael Jones,351-934-9955,73quulhp@outlook.com,Not happy with this purchase. It doesnt work well.,2,12/06/2020
27GRDX8BBC,Tablet XEMP,577.1,115,William Davis,235-869-6289,ekoz4j5o@yahoo.com,The item broke after a few uses. Very dissatisfied.,2,06/07/2020
27UEGLADY2,Monitor 8SIM,1241.4,217,Robert Smith,144-901-1966,0lwaeuuv@gmail.com,Its cheaply made. Definitely not satisfied.,2,03/10/2021
2LHXUGDJKC,Printer BFRL,122.68,287,Patricia Garcia,340-481-7048,rcg8byxw@gmail.com,Im not happy with the quality. It could be much better.,2,14/03/2021
2OGJBG9HFS,Laptop T42B,1327.97,256,Michael Davis,305-758-3274,00k9ub4r@hotmail.com,It does not perform well. Regret buying this.,2,12/05/2020
2T6QVUM84V,Tablet 4WQA,53.32,219,James Brown,389-713-7071,ha17sh4a@outlook.com,The product failed to impress. I wouldnt recommend it.,2,16/06/2020
2XTONP7SIL,Camera BDDH,1351.72,76,Patricia Garcia,767-989-9560,hszcp3k3@yahoo.com,Its not reliable. I dont think its worth buying.,2,28/12/2022
317NBHYFQE,Keyboard CQS8,141.58,361,Jennifer Davis,957-659-7975,5ndhpnsw@gmail.com,Poor performance. I expected something more durable.,2,12/01/2020
36BZDRJOZD,Mouse JYT9,472.77,315,Linda Brown,720-405-8846,q5td92la@yahoo.com,Not satisfied with this item. It feels poorly made.,2,09/09/2022
3EJK7OPV3Q,Headphones 9AQN,602.69,111,James Jones,502-922-9323,t8nc9hfv@hotmail.com,The product is not what I expected. Quite disappointed.,2,27/10/2022
3F85HM2XXM,Smartphone MBNI,919.43,422,Patricia Miller,543-328-2184,3wkpojbi@gmail.com,Its not well-made. Definitely wouldnt buy it again.,2,23/11/2023
3KOJZSJCOU,Tablet 4LSO,153.21,47,Patricia Johnson,745-780-6895,ytod63ul@yahoo.com,Not what I was hoping for. Its not very good.,2,22/12/2020
3N6D8G375O,Keyboard F2MW,251.92,233,James Rodriguez,552-843-5805,j6pmql63@outlook.com,The quality is underwhelming. I dont like it.,2,02/02/2020
3OOCMSSKH3,Headphones EDMH,148.56,416,Robert Jones,288-594-6460,9wpppilz@yahoo.com,It stopped working quickly. Very disappointed.,2,10/04/2022
3TD1YHKC3S,Mouse MXQU,1000.16,95,William Martinez,142-215-6688,5piq9tj3@hotmail.com,The product is not reliable. Its not worth it.,2,15/11/2022
45QVF83GRC,Laptop LEN5,1018.62,266,Robert Rodriguez,994-583-8384,9o2vgtxa@hotmail.com,Not worth the purchase. I wouldnt buy it again.,2,07/12/2022
49HAXHFGPJ,Smartphone PS9C,842.81,356,William Brown,218-671-7179,vj7m5r8o@hotmail.com,Im not impressed. It didnt meet my expectations.,2,03/02/2022
4A1UI8A3PG,Laptop C9ML,695.5,3,Linda Williams,295-476-2348,yf3vixf0@outlook.com,Its poorly constructed. I dont recommend it.,2,26/09/2023
4C1CUK47P2,Tablet GM8X,416.67,354,Linda Rodriguez,455-852-4349,e1xkh7d1@gmail.com,The item doesnt function well. Im dissatisfied.,2,01/08/2023
4D9PKKQTYW,Keyboard 2PET,265,448,Michael Martinez,915-907-5208,7r6e6miw@yahoo.com,Not a good product. It didnt work as expected.,2,24/02/2023
4EFP7HRL7M,Headphones 8UZP,1116.98,464,John Johnson,297-490-5730,fs3zqmok@outlook.com,Im not happy with the quality. Its pretty bad.,2,16/07/2022
4FA4040JMK,Smartphone 24WV,184.45,18,Jennifer Miller,299-500-8612,rpn34rga@outlook.com,The product is disappointing. I expected better.,2,21/12/2020
4HA856W0EL,Tablet YHN5,972.21,459,Elizabeth Brown,389-126-9262,9h6hflxf@gmail.com,Not a reliable item. I wouldnt buy this again.,2,03/02/2022
4MWY3XNZV5,Printer O9GE,81.84,104,Patricia Jones,709-455-6696,eok5p55a@gmail.com,Its not worth the price. Quite unhappy with it.,2,23/09/2022
4Q28RYHBNL,Smartwatch OBEY,1250.56,115,William Brown,452-364-3261,b5fn85cy@gmail.com,The quality is substandard. I dont like it.,2,19/07/2021
54EZPQGEP2,Keyboard U2QL,774.59,123,Michael Brown,252-321-8393,vqhto5w0@yahoo.com,It doesnt perform well. Very disappointed.,2,15/05/2020
55UWKLNQ2O,Smartphone 99WT,284.72,7,Linda Garcia,966-886-1753,670o44be@yahoo.com,The product didnt work properly. Im not satisfied.,2,05/05/2023
560BQEB8YU,Tablet 9MPW,1367.89,119,John Miller,750-394-7005,530zubro@hotmail.com,Its cheaply made. Not worth the money.,2,04/05/2023
